designation,source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp
Gaia EDR3 413827353172214656,413827353172214656,19.95090312104532,58.20897677162382,0.22262447506672967,0.12313432,1.8079807,-1.020372214423615,0.098060675,-0.29545263365851865,0.112211615,918.9957341947085,0.85609436,18.279083,324.750770167202,8.854957,19.059668,806.4985339128885,10.666169,17.481386,1.5782814
Gaia EDR3 413827353172226560,413827353172226560,19.964731475272856,58.206032242790215,0.19991120425093245,0.045229997,4.419881,-1.3242724274353834,0.036319632,0.2876211608617909,0.04204159,12247.381616141118,6.401077,15.467258,6801.591955875723,61.00502,15.757016,11416.262141173795,129.63235,14.604086,1.1529303
Gaia EDR3 413827353180429696,413827353180429696,19.957505623631448,58.21741887606298,0.23304558307292,0.37970513,0.6137541,-1.461825971268499,0.32828477,-0.7885969852739614,0.35782623,189.60883673739062,0.57126147,19.99272,72.79138255966922,5.0884247,20.683342,162.07001335652393,5.9052424,19.223639,1.4597034
Gaia EDR3 413827383235935232,413827383235935232,19.91529056507791,58.210352961555785,0.18059061694749529,0.397398,0.45443264,-0.8764673111411939,0.33244306,-2.177893009611227,0.36940756,190.8723872249969,0.5366656,19.98551,72.57349610544262,4.168984,20.686598,154.47658003900926,6.4697914,19.27574,1.4108582
Gaia EDR3 413827383237529984,413827383237529984,19.922534445058982,58.21048122042686,1.905425423551979,0.0812799,23.442762,4.488660704965495,0.061708365,-1.325975902522107,0.07293583,1786.8764063730025,1.5990762,17.55713,422.1459004911381,7.0432405,18.774885,2042.1456257630805,8.589717,16.47268,2.302206
Gaia EDR3 413827387531934976,413827387531934976,19.921903268376028,58.218275483682845,1.7192331648442458,0.36481845,4.7125716,-3.206106989669797,0.3147982,-0.5776064457978776,0.34272602,227.18033136200887,0.53737277,19.79644,47.75762946380535,4.837735,21.140936,289.2301550079902,5.763145,18.594786,2.5461502
Gaia EDR3 413827387531945600,413827387531945600,19.916155208485428,58.21172716561564,0.1730460064692476,0.50864697,0.3402085,-1.0518452042372035,0.4157142,-2.3285093184678476,0.4694875,160.24724153179926,0.50632054,20.17539,66.17279229199738,3.772866,20.786844,131.6567631388871,5.477758,19.449287,1.3375568
Gaia EDR3 413827387531945984,413827387531945984,19.93281859439647,58.21202397372386,0.1684837412006147,0.17421329,0.9671119,-1.7978154689082513,0.13815005,0.7647275359740512,0.16164976,560.233637969733,0.7359469,18.816444,229.18254699119825,8.728402,19.438087,480.4274579954363,8.158019,18.043825,1.3942623
Gaia EDR3 413827387531949312,413827387531949312,19.930847702554946,58.21057843896474,0.02727153348995207,0.18525924,0.14720742,-0.3215853160292508,0.15110531,-1.0254972636079196,0.17037764,484.4483125472596,2.3938825,18.974249,229.31126225763046,7.6500044,19.437479,357.43109042777655,7.7841635,18.364914,1.0725651
Gaia EDR3 413827387533117056,413827387533117056,19.938818903946633,58.20816279914278,1.059246299236042,1.8553005,0.57092977,-0.6611964904729533,1.6488858,1.9163894780497648,1.9612519,112.1630557179799,0.84347796,20.562742,106.10962579744009,19.720264,20.274155,169.93638854669686,17.903008,19.17218,1.1019745
Gaia EDR3 413827387533117824,413827387533117824,19.93427394226054,58.20367011724503,1.7424920962655557,1.4951407,1.1654369,-0.583777104429109,1.6244742,-0.7291449180713593,1.801099,84.173213850981,0.71077615,20.874432,44.839596088755535,7.3081574,21.209389,94.70733674569327,14.051747,19.806936,1.4024525
Gaia EDR3 413827387533118080,413827387533118080,19.935655932713296,58.203555571394666,1.7901703837701899,0.7525439,2.3788252,-0.5246282160014932,0.6116189,-0.30961114175040666,0.70885164,111.05209409955211,0.59713227,20.57355,60.65377327830057,6.618901,20.881397,105.22664554455193,8.903526,19.692581,1.1888161
Gaia EDR3 413827387533786368,413827387533786368,19.93042209656082,58.20288981800433,1.8620635538415593,1.0875968,1.7120899,-3.0046521809325437,1.1664082,1.1742398892119081,1.2118043,89.29649965369025,0.65701747,20.81028,35.379616464916175,7.2876916,21.46666,107.38005332868542,8.064789,19.670586,1.7960739
